orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,2015_rbtc_colle,2015__transfused_blood,2015_donated_blood_units,2015_blood_other_sources,2015_no_of_units_requested_from_other_transfusing_hospi,2015__blood_units_received_from_moh_706blood_transfusio,2015_moh_706_blood_units_transfused,2016_rbtc_colle,2016__transfused_blood,2016_donated_blood_units,2016_blood_other_sources,2016_no_of_units_requested_from_other_transfusing_hospi,2016__blood_units_received_from_moh_706blood_transfusio,2016_moh_706_blood_units_transfused,2017_rbtc_colle,2017__transfused_blood,2017_donated_blood_units,2017_blood_other_sources,2017_no_of_units_requested_from_other_transfusing_hospi,2017__blood_units_received_from_moh_706blood_transfusio,2017_moh_706_blood_units_transfused,2018_rbtc_colle,2018__transfused_blood,2018_donated_blood_units,2018_blood_other_sources,2018_no_of_units_requested_from_other_transfusing_hospi,2018__blood_units_received_from_moh_706blood_transfusio,2018_moh_706_blood_units_transfused,2019_rbtc_colle,2019__transfused_blood,2019_donated_blood_units,2019_blood_other_sources,2019_no_of_units_requested_from_other_transfusing_hospi,2019__blood_units_received_from_moh_706blood_transfusio,2019_moh_706_blood_units_transfused
Kenya,Nairobi County,Mathare Sub County,Huruma Ward,Mundika Nursing Home,O5OayPfeVWC,Mundika Nursing Home,20062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Shining Hope for Communities Mathare Medical Clinic,el6wJ3PIq0h,Shining Hope for Communities Mathare Medical Clinic,,Medical center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Kiamaiko Ward,Sunrise City medical Centre,P7OEbclfWtV,Sunrise City medical Centre,20504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Upendo Dispensary,JGRHNiNZ2zP,Upendo Dispensary,13243.0,Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Ngei Ward,Uzima White Medical Clinic,sCxGr7e5X1Y,Uzima White Medical Clinic,21856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Mathare Sub County,Ngei Ward,Wakibe Clinic,ySYzBp6E5UV,Wakibe Clinic,13250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu East Ward,Afya Medical Clinic (Kangundo),KdIuTfNb8d4,Afya Medical Clinic (Kangundo),11920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Bahati Hospital(Joska),ov8IEjpIk1j,Bahati Hospital(Joska),21204.0,Situated along Nairobi - Kangundo Road at Joska Market,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Bethsaida Medical Clinic (Kangundo),ZGzzGshLdj7,Bethsaida Medical Clinic (Kangundo),11948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,By Grace Medical Clinic and Laboratory Services,qGmJhS7XJqh,By Grace Medical Clinic and Laboratory Services,20918.0,Located in Tala Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Cana Medical Clinic,gHey1mtie8Z,Cana Medical Clinic,20670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Dispensary,rEvhUeeIBNg,Donyo Sabuk Dispensary,16432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Donyo Sabuk Nursing Home,IT7tfsvzcMP,Donyo Sabuk Nursing Home,11988.0,,,,,,,,,,,,,,,,,,,,,22.0,19.0,,,,,,5.0,5.0,,,,,,3.0,3.0
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Femicare Medical Centre,FkgndhqbZuP,Femicare Medical Centre,21742.0,Situated in Tala Market along Jimmy's Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Glory Medical Clinic (Kangundo),jWjqLpmqweB,Glory Medical Clinic (Kangundo),16739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Gracious Day Medical Centre(Tala),mvzVhIZFzBC,Gracious Day Medical Centre(Tala),20917.0,Situated at Tala Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Horec Medical Clinic,vllDSRdnoWZ,Horec Medical Clinic,21889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Ideal Medical Clinic (Kangundo),f610L8PcPDU,Ideal Medical Clinic (Kangundo),12068.0,Located at Tala Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Imani Yako Medical Clinic - Joska,t0Fxn2xg6xs,Imani Yako Medical Clinic - Joska,18294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Kadafu Medical Clinic,BoViNTbaq4y,Kadafu Medical Clinic,12123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Kalandini Health Centre,tYreNwfQXSU,Kalandini Health Centre,12146.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu East Ward,Kambusu Dispensary,l7ObstXPfeu,Kambusu Dispensary,12163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu East Ward,Katheka Dispensary,hLgnGJh9fti,Katheka Dispensary,16434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Kayatta Dispensary,wbbBqlNE2ZR,Kayatta Dispensary,12267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Kyeleni Ward,Kikuyuni Dispensary,DK9R85tES3B,Kikuyuni Dispensary,17612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Kiliku Dispensary,CejK2GqCSsW,Kiliku Dispensary,16921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Kimiti Level 4 Hospital,Yk9TzYY9P6M,Kimiti Level 4 Hospital,16436.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Kisukioni Medical Clinic,UlHnqHU3J85,Kisukioni Medical Clinic,12348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Kitambaasye Dispensary,OApUQ6SnmQZ,Kitambaasye Dispensary,18441.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Kituluni Dispensary,sLw1k2z6Wlg,Kituluni Dispensary,16437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Koma Hill Medical Clinic,DsPV049gpi5,Koma Hill Medical Clinic,21203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Kwa Mutalia Dispensary,OcfK91mpcJq,Kwa Mutalia Dispensary,18449.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Kwa Nguu Dispensary,n0hlAqWZXrZ,Kwa Nguu Dispensary,12395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Kwamwaura Medical Clinic,AOej27DL0R3,Kwamwaura Medical Clinic,12400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Kwitu Medical Clinic,JrzOdxu6Qs0,Kwitu Medical Clinic,12401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Kyanzavi Medical Clinic,kGWM6cUgz5M,Kyanzavi Medical Clinic,12408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Kyaume Dispensary,aN7RGrPjE2r,Kyaume Dispensary,25439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Kyeleni Ward,Kyeleni Health Centre,O2ProlR9hKr,Kyeleni Health Centre,16438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Lifesprings Health Care,kTbwD3Y7Khd,Lifesprings Health Care,21996.0,Along Kangundo Road next to Oil Libya petrol station at Nguluni Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Malaa Destiny Medical Clinic,YqDoSXev2XB,Malaa Destiny Medical Clinic,24607.0,Situated along Kangundo Road opposite KAG church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Martina Medical Centre,e019o7prtAf,Martina Medical Centre,23856.0,Situated in Tala House at Tala Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu East Ward,Matungulu Health Centre,KKCH0q292Wz,Matungulu Health Centre,16439.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Matungulu Medical Centre,pvJMfkaYAoy,Matungulu Medical Centre,18292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu East Ward,Mbale Medical Clinic,TY7Jjc6YxV8,Mbale Medical Clinic,12497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Mbuni Dispensary,A9r9JtEup75,Mbuni Dispensary,18442.0,Dispensary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Mwala Medical Clinic,ABfLPSWjHic,Mwala Medical Clinic,23056.0,Medical clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu East Ward,Nduu Dispensary,lhgy4xmfzKj,Nduu Dispensary,16923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Nguluni Health Centre,O5xsvwvsy27,Nguluni Health Centre,12657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,Nguluni Medical Clinic,CCaMA7NoHyI,Nguluni Medical Clinic,20933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Nope Sasa Drop - in Centre,uplxgzthuN1,Nope Sasa Drop - in Centre,23833.0,Situated along Thika Road at Tala Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Pona Dispensary,Q6E0lAmcMZN,Pona Dispensary,12704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Raphica Medical Clinic,x5SZF55JVSf,Raphica Medical Clinic,23894.0,Situated along Machakos Kangundo road at Syanthi Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Roselyne Medical Centre,Q387oqOqDHq,Roselyne Medical Centre,20669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Ruai Family Hospital - Tala,SWOddUtlQiU,Ruai Family Hospital - Tala,22753.0,Situated along Kangundo Road next to Matungulu CDF office at Tala Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Sengani Dispensary,Wm51OW03KAk,Sengani Dispensary,16440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,St Joseph Medical Clinic (Kangundo),cw5EpikQAod,St Joseph Medical Clinic (Kangundo),12753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,St Mark Maternity,BOcLXF8VIvK,St Mark Maternity,16742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward,St.James Medical Clinic,UIO3REDBgZt,St.James Medical Clinic,24412.0,"Situated along Kangundo Road,at Nguluni Market",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Tala Medical Services,rNLVyDhorA2,Tala Medical Services,12784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Tala Ward,Tumaini Rh Clinic,NbKiAIp18Ym,Tumaini Rh Clinic,12809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Matungulu North Ward,Uamani Dispensary,ECoSJEdtgvk,Uamani Dispensary,17614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Machakos County,Matungulu Sub County,Kyeleni Ward,Uvoosyo Medical Clinic,f8TdUaPrE5E,Uvoosyo Medical Clinic,16741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Agro Chemical Dispensary (Muhoroni),F0qhs0a31FJ,Agro Chemical Dispensary (Muhoroni),19815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Chemelil Dispensary (Mohoroni),vVYa9Lb6bZ5,Chemelil Dispensary (Mohoroni),13521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Chemelil Sugar Health Centre,PeEVPAKDbaC,Chemelil Sugar Health Centre,13522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Jaber Dispensary,UIqndsbcvdK,Jaber Dispensary,20503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Julia Huebner Medical Centre,ISneFj4pIh2,Julia Huebner Medical Centre,23729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Kandege Dispensary,E8uyiuF3BqN,Kandege Dispensary,13652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Miwani Ward,Kasongo Dispensary,D1sNaKhXlyS,Kasongo Dispensary,16282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Kibigori Dispensary,SXegfern6PF,Kibigori Dispensary,13687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Koru Dispensary,uY2xlbkbeVL,Koru Dispensary,17110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Koru Mission Health Centre,UnUk7uMZeBz,Koru Mission Health Centre,13719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Makindu Dispensary,NQrGfGGhV0g,Makindu Dispensary,13759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Ombeyi Ward,Mama Plister Blair Health Centre,ZSjZcx0lxrz,Mama Plister Blair Health Centre,17121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Mashambani Health Centre,PjStrCd2jns,Mashambani Health Centre,17111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Masogo Sub County Hospital,FDrUcAP4Sn4,Masogo Sub County Hospital,13785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Migere Health Centre,wSCzYEjhv03,Migere Health Centre,21487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Milenye Health Centre,MDtpxJARA3o,Milenye Health Centre,20332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Miranga Dispensary,umOkAJJ3aUH,Miranga Dispensary,20907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Miwani Ward,Miwani Health Centre,Z5NeINoTgxS,Miwani Health Centre,13816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Mnara Dispensary,U5xbK4LZeYP,Mnara Dispensary,13817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Muhoroni County Hospital,p1xtagfLUyQ,Muhoroni County Hospital,13831.0,,47.0,31.0,,,,0.0,0.0,6.0,10.0,,,,123.0,78.0,,,,,,43.0,19.0,,,,,,96.0,92.0,,,,,,68.0,66.0
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Muhoroni Sugar Company (Musco) Dispensary,VAElHey4wcD,Muhoroni Sugar Company (Musco) Dispensary,13832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Miwani Ward,Nehemiah International Dispensary,wIWRfw6LO4y,Nehemiah International Dispensary,18338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Nyakunguru Dispensary,dhvsEE9CCU6,Nyakunguru Dispensary,20500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Nyang'oma Sub County Hospital,Fiw6j6VJOPf,Nyang'oma Sub County Hospital,13928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Nyangore Dispensary,Wo1VJV9cbON,Nyangore Dispensary,20501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Ombeyi Ward,Obumba Dispensary,sjhSrlzV4w6,Obumba Dispensary,13956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Ogen Dispensary,LYauDwfdLGf,Ogen Dispensary,13965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Ombeyi Ward,Ogra Health Centre,Q5GF0n7TnBZ,Ogra Health Centre,13968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,Rachar Sugar Belt Hospital,ieD6w3xqG0G,Rachar Sugar Belt Hospital,14021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Kenya,Kisumu County,Muhoroni Sub County,Ombeyi Ward,Ramula Dispensary,UpuCF40GAfx,Ramula Dispensary,20331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Kenya,Kisumu County,Muhoroni Sub County,Muhoroni Koru Ward,St Vincents De Paul Health Centre,OaoMmCrvSNm,St Vincents De Paul Health Centre,14128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Tamu Health Centre,PENvTx4fphA,Tamu Health Centre,14141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0
Kenya,Kisumu County,Muhoroni Sub County,Masogo/Nyang'oma Ward,Tumaini Dice,EVGtiyRCiFL,Tumaini Dice,22564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,Yago Dispensary,WDmkMU9agIF,Yago Dispensary,20334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward,AAR Medical Services (Docks),lvBP7xY9W2N,AAR Medical Services (Docks),11194.0,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Tudor Ward,Afyafirst Medical Center,yDFS3YfMeZD,Afyafirst Medical Center,20830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward,Aga Khan Hospital (Mombasa),ckvRzmsUore,Aga Khan Hospital (Mombasa),11203.0,,27.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Majengo Ward,Al Azhar Medical Clinic,Zq1MHFI8jJ2,Al Azhar Medical Clinic,17628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Al Farooq Hospital,aiD3lzUJBTy,Al Farooq Hospital,11208.0,,162.0,171.0,,2.0,,,,2.0,2.0,,,,71.0,75.0,,,,,,227.0,308.0,,,,,,131.0,151.0,,,,,,25.0,167.0
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Al Fridaus Medical Clinic,d2TqMWtDu8b,Al Fridaus Medical Clinic,19629.0,,4.0,7.0,,3.0,,,,,,,,,,,,,,,,40.0,37.0,,,,,,9.0,9.0,,,,,,24.0,24.0
Kenya,Mombasa County,Mvita Sub County,Majengo Ward,Al-Agsa Medical Clinic,PcZ88G2SJnt,Al-Agsa Medical Clinic,11207.0,Maternity Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Al-Bir Medical Centre,xrYkqC00U9t,Al-Bir Medical Centre,16530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Alliance Medical Centre (Mombasa),Y9TyW9SfaLS,Alliance Medical Centre (Mombasa),22926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Tudor Ward,Alms House Dispensary,xYXWzBntS2B,Alms House Dispensary,11212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Amani VCT,Veij98lqTc6,Amani VCT,17624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward,Avenue Health Care,LTMl4SiD8XF,Avenue Health Care,16531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Tudor Ward,Azimio Medical Centre,HmOm7JFrzd1,Azimio Medical Centre,11232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Majengo Ward,Bakarani Maternity and Nursing Home,xcZKo6QUSPo,Bakarani Maternity and Nursing Home,11235.0,,4.0,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Majengo Ward,Bay Leaf Medical Clinic,lnFZf9dVTe9,Bay Leaf Medical Clinic,20382.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Belmo Nursing Home,JfH9CXhDjFE,Belmo Nursing Home,18783.0,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Beta Medical and Skin Clinic,h0rVOAyd5it,Beta Medical and Skin Clinic,16533.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Mji Wa Kale/Makadara Ward,Beyond Zero Mobile Medical Clinic (Mombasa County),Yymqg0xdlGA,Beyond Zero Mobile Medical Clinic (Mombasa County),21007.0,Mobile Van which covers the whole of Mombasa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Majengo Ward,Burnly Medical Clinic,gzFWQcpZwWA,Burnly Medical Clinic,20902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Buxton Hospital,WyRF5lbZo9L,Buxton Hospital,22447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
